0.0005306872,0.0004008781,0.0010275890,0.0006488596,0.0006652758,0.0007973120,0.0007904934,0.0012924489,0.0008438037,0.0003874897,0.0003595230,0.0012013543,0.0004287063,0.0011356646,0.0009630676,0.0013760147,0.0010014942,0.0020585437,0.0026772248,0.0097566490,0.0061727025,0.0044788315,0.0010062313,0.0006767478,0.0010097225,0.0010290536,0.0005292249,0.0004918967,0.0011025136,0.0002721414,0.0006096253,0.0007973429,0.0009121407,0.0008165312,0.0011918349,0.0002351564,0.0007002361,0.0002989796,0.0001883323,0.0002918970,0.0003987628,0.0010112817,0.0005874330,0.0006750761,0.0002615143,0.0026823566,0.0007342237,0.0004764066,0.0002267061,0.0006599433
0.0009761008,0.0001866335,0.0005904357,0.0002611304,0.0007051244,0.0002623058,0.0003748746,0.0020215558,0.0003172471,0.0003643289,0.0007998009,0.0012466901,0.0010073869,0.0016845871,0.0013789292,0.0008937338,0.0015030789,0.0039652580,0.0074985015,0.0146248966,0.0025963343,0.0038530354,0.0010336701,0.0016333292,0.0021598239,0.0014900172,0.0006303197,0.0006013974,0.0006924550,0.0005668516,0.0006393335,0.0020762008,0.0011240941,0.0016593816,0.0015705341,0.0001878657,0.0007132370,0.0009102943,0.0006362220,0.0005614743,0.0005918747,0.0008750658,0.0011734794,0.0004949176,0.0004601261,0.0022555302,0.0004984014,0.0008849226,0.0004406813,0.0014327673
0.0018651090,0.0004053320,0.0003546065,0.0004709987,0.0013329019,0.0006352191,0.0007195626,0.0037988273,0.0006066460,0.0010021357,0.0027163220,0.0032934918,0.0022403936,0.0028750063,0.0024304870,0.0011883203,0.0031253911,0.0100187077,0.0197544028,0.0225562623,0.0088366155,0.0046137201,0.0022561942,0.0032654089,0.0039999319,0.0023178957,0.0013322594,0.0009022299,0.0006749567,0.0011618123,0.0017776207,0.0051109864,0.0020031795,0.0032810093,0.0020542417,0.0003743288,0.0010183775,0.0020992716,0.0017952900,0.0012092558,0.0010510866,0.0010131513,0.0025629338,0.0011425092,0.0010270682,0.0023647627,0.0013062663,0.0016581959,0.0014915922,0.0029252156
0.0027660172,0.0011217391,0.0004016646,0.0012779927,0.0025878302,0.0020189097,0.0016939923,0.0067069689,0.0016984055,0.0025764567,0.0061570515,0.0072648586,0.0041674400,0.0048579651,0.0041529824,0.0022014364,0.0059347967,0.0200266017,0.0376371723,0.0324393618,0.0253075596,0.0066781610,0.0046664936,0.0055619414,0.0065775737,0.0035109467,0.0025250495,0.0014019154,0.0010461308,0.0021653272,0.0031306160,0.0097904422,0.0032605934,0.0056867304,0.0026865047,0.0007781040,0.0016051731,0.0041220373,0.0043606113,0.0022682665,0.0017093138,0.0014538038,0.0046331475,0.0021331711,0.0021043778,0.0029478703,0.0030661466,0.0028270283,0.0037411833,0.0051019062
0.0038427989,0.0022736589,0.0007210483,0.0026752027,0.0028337380,0.0045449787,0.0031747243,0.0107990757,0.0037374898,0.0046572250,0.0107968083,0.0133793586,0.0067352640,0.0074445253,0.0065597027,0.0037471155,0.0098164096,0.0340454340,0.0627153502,0.0449181380,0.0520890934,0.0099673108,0.0082673940,0.0085816704,0.0098925232,0.0050727936,0.0042661083,0.0021258489,0.0016053349,0.0036939867,0.0072936642,0.0161191815,0.0050577848,0.0088285738,0.0035366031,0.0014319949,0.0024925076,0.0066303016,0.0072695017,0.0037059039,0.0026062714,0.0022192854,0.0076416243,0.0035114800,0.0035779562,0.0039392784,0.0058314732,0.0045147577,0.0070534558,0.0080078081
0.0052168515,0.0038538673,0.0012816590,0.0046991443,0.0068727050,0.0088419447,0.0052730351,0.0157872155,0.0066056347,0.0076172714,0.0173142062,0.0216308598,0.0099661554,0.0105846324,0.0097701610,0.0060428309,0.0148600460,0.0520808978,0.0941189818,0.0592815438,0.0885970943,0.0145667346,0.0130572983,0.0122052469,0.0140184730,0.0069953118,0.0063991987,0.0031081444,0.0023966819,0.0052928546,0.0115342908,0.0241291605,0.0073333992,0.0127343097,0.0045809211,0.0022728851,0.0036611245,0.0098813398,0.0112057248,0.0055684972,0.0037991293,0.0032361307,0.0113301957,0.0053471770,0.0058248209,0.0052887410,0.0094930527,0.0068976573,0.0114504215,0.0115531347
0.0068850205,0.0058460221,0.0021095940,0.0073268731,0.0097823029,0.0139016028,0.0078280415,0.0221935811,0.0103358545,0.0117884584,0.0248767787,0.0318821165,0.0138595187,0.0143603181,0.0136520852,0.0090842858,0.0208952130,0.0740623085,0.1314761288,0.0769381421,0.1351916472,0.0204583133,0.0190389482,0.0165918543,0.0186947431,0.0092838807,0.0093342307,0.0042396447,0.0035088570,0.0074957645,0.0163822994,0.0338058455,0.0101823552,0.0174962078,0.0057925798,0.0033093494,0.0051326889,0.0136542363,0.0158861925,0.0078662473,0.0052030114,0.0046248253,0.0159072289,0.0076178976,0.0085076748,0.0070245538,0.0140847315,0.0096652699,0.0168723896,0.0158571492
0.0088775467,0.0082588684,0.0032091393,0.0106745298,0.0134173482,0.0196862050,0.0111174290,0.0295428123,0.0149845733,0.0152969530,0.0340263599,0.0441595368,0.0184989645,0.0186858728,0.0205054353,0.0127316950,0.0281450490,0.1002499465,0.1734634419,0.0962586452,0.1915928534,0.0276614023,0.0262211792,0.0216855735,0.0234227652,0.0119302243,0.0127382081,0.0056526845,0.0051972214,0.0101017863,0.0228866813,0.0451458924,0.0134005635,0.0230673598,0.0073273678,0.0047442735,0.0068775692,0.0179490748,0.0212728686,0.0105518719,0.0068360114,0.0062832520,0.0213700347,0.0103402554,0.0115434140,0.0091416676,0.0196651535,0.0128518625,0.0234972314,0.0208799702
0.0111427876,0.0110754980,0.0045662849,0.0145144392,0.0176005143,0.0266253700,0.0149784202,0.0386069512,0.0204429303,0.0200170042,0.0425498779,0.0580420490,0.0237565043,0.0237130202,0.0237743516,0.0174719789,0.0364340425,0.1300183635,0.2250068616,0.1189517805,0.2578238004,0.0359203695,0.0347426678,0.0268411442,0.0301619978,0.0149555352,0.0165643449,0.0072694802,0.0070555763,0.0128260608,0.0300319503,0.0581425223,0.0172720762,0.0291637950,0.0091230816,0.0062493589,0.0089414083,0.0232139157,0.0275945463,0.0136681244,0.0088125598,0.0082419539,0.0275640545,0.0135132352,0.0146033610,0.0116232128,0.0263399685,0.0166092629,0.0311891259,0.0266307052
0.0136430169,0.0148404748,0.0061600429,0.0190754742,0.0220888897,0.0351256142,0.0193397575,0.0480231118,0.0267716240,0.0255031613,0.0559945739,0.0743147512,0.0296774103,0.0292982633,0.0331125924,0.0226693111,0.0457614231,0.1642177347,0.2799422411,0.1431376245,0.3339033673,0.0455733010,0.0442158132,0.0337444702,0.0359030295,0.0183262472,0.0210274311,0.0090404834,0.0091990188,0.0160987744,0.0382002881,0.0728110505,0.0214987674,0.0361866318,0.0107703557,0.0079917805,0.0113314826,0.0289133853,0.0346741915,0.0173785296,0.0109482988,0.0104848166,0.0345906703,0.0172645703,0.0188881920,0.0144994592,0.0343403864,0.0207301401,0.0398877930,0.0330938017
0.0163604052,0.0178335052,0.0080182813,0.0241820539,0.0272914804,0.0453053697,0.0247240524,0.0593980386,0.0340297796,0.0332919420,0.0688793485,0.0926258339,0.0362658889,0.0354626335,0.0409920761,0.0297971644,0.0562329974,0.2020623289,0.3452048017,0.1714323582,0.4199340819,0.0563998229,0.0549211321,0.0409557343,0.0404811429,0.0220860445,0.0256766438,0.0111109963,0.0117111931,0.0200718690,0.0464399338,0.0891463730,0.0264606443,0.0439264761,0.0128601720,0.0099308851,0.0139345497,0.0350494843,0.0426936004,0.0211553422,0.0134371477,0.0131956079,0.0424238141,0.0213708897,0.0231945010,0.0177727258,0.0422807661,0.0254214741,0.0497936806,0.0402846331
0.0194705253,0.0221044698,0.0103008425,0.0299016245,0.0332419888,0.0544897056,0.0297992011,0.0716383320,0.0421476724,0.0385089526,0.0833404157,0.1129753101,0.0435231518,0.0423851387,0.0494989477,0.0367831522,0.0677707872,0.2440319223,0.4136637041,0.2009027301,0.5152874987,0.0687350685,0.0668095364,0.0485092823,0.0524399755,0.0262198982,0.0314192276,0.0132907728,0.0141991049,0.0241700990,0.0574917786,0.1071490522,0.0316335286,0.0523870540,0.0151376260,0.0121334091,0.0167934430,0.0421345993,0.0513932152,0.0255266894,0.0161491028,0.0160445952,0.0510664153,0.0259378421,0.0280160885,0.0213423849,0.0525091760,0.0305175557,0.0606573712,0.0481519614
0.0228045107,0.0262726361,0.0126043312,0.0362378127,0.0395757980,0.0638903996,0.0366530342,0.0849681988,0.0511266699,0.0460326609,0.0991510917,0.1353609051,0.0514463482,0.0498157141,0.0592614453,0.0454319162,0.0807864373,0.2900546854,0.4895632228,0.2352995580,0.6206833909,0.0820193150,0.0800054810,0.0570161672,0.0589059449,0.0306428398,0.0367642464,0.0157913135,0.0170564254,0.0283171269,0.0686301720,0.1268007573,0.0376918321,0.0619120608,0.0176046174,0.0145826403,0.0200999903,0.0496845554,0.0609034599,0.0307417358,0.0191575758,0.0192758688,0.0605664333,0.0309512778,0.0336255603,0.0253851367,0.0631595695,0.0361192539,0.0724110715,0.0568774116
0.0267559985,0.0313190854,0.0154074475,0.0431226306,0.0466230914,0.0787534284,0.0435498767,0.0992170163,0.0608475511,0.0523689145,0.1163126116,0.1597889555,0.0601886509,0.0578018412,0.0693976213,0.0538682942,0.0946897874,0.3398968409,0.5678308017,0.2689787381,0.7380870888,0.0966386342,0.0941059826,0.0662277461,0.0699512092,0.0355229883,0.0436101566,0.0181666575,0.0204821927,0.0329632555,0.0807615049,0.1482794320,0.0440841548,0.0716918095,0.0202992115,0.0172062475,0.0236296094,0.0575420672,0.0714210586,0.0362771235,0.0223595352,0.0229183995,0.0707915144,0.0364156034,0.0390518888,0.0297956675,0.0744927413,0.0422082382,0.0855768965,0.0660443596
0.0307164223,0.0365745667,0.0182410703,0.0507421887,0.0539695406,0.0949184478,0.0507108245,0.1147194767,0.0715876929,0.0631156784,0.1349373591,0.1862529734,0.0694152223,0.0664833036,0.0804241455,0.0622735186,0.1089402452,0.3934501224,0.6639246927,0.3069734168,0.8636778479,0.1125412403,0.1098586575,0.0759693226,0.0793915764,0.0406752994,0.0510875182,0.0212483505,0.0241221790,0.0386775944,0.0940123400,0.1708743349,0.0509971797,0.0830530229,0.0231987002,0.0198936874,0.0262321855,0.0663067002,0.0825174714,0.0424633411,0.0259308361,0.0265732159,0.0818701879,0.0423006374,0.0452563690,0.0346595817,0.0855944104,0.0489622560,0.0994698261,0.0761579620
0.0344317939,0.0425257545,0.0216172273,0.0589146251,0.0616258431,0.1093633694,0.0593710181,0.1314413457,0.0833128637,0.0726801994,0.1548435928,0.2160412803,0.0794267687,0.0759025391,0.0923784813,0.0723708177,0.1250538216,0.4514565969,0.7330493787,0.3440929292,0.9991486055,0.1302636326,0.1265903456,0.0864525710,0.0921351105,0.0463809624,0.0570897298,0.0243219092,0.0278979006,0.0436498418,0.1048755883,0.1954728784,0.0580243060,0.0941371516,0.0263044141,0.0229318015,0.0315226574,0.0756954294,0.0945489628,0.0485287585,0.0296886134,0.0308722329,0.0938289749,0.0486569257,0.0519492699,0.0398678785,0.0999488145,0.0558723574,0.1149590287,0.0869712083
0.0392037252,0.0486464531,0.0251816189,0.0676775643,0.0700933940,0.1257808079,0.0678587733,0.1493492133,0.0956925231,0.0872374246,0.1761282339,0.2447259261,0.0900355685,0.0858943941,0.1049500017,0.0840860752,0.1420970693,0.5132102598,0.8720046746,0.3886155529,1.1447128973,0.1489113571,0.1351789719,0.0977878243,0.1057844408,0.0521497930,0.0668041071,0.0274435976,0.0321356562,0.0495869305,0.1232395655,0.2215232334,0.0664746710,0.1064726804,0.0295929662,0.0262818057,0.0359571262,0.0860936434,0.1074011890,0.0548712613,0.0340060579,0.0353049681,0.1064527066,0.0555087507,0.0590408671,0.0455791322,0.1143129664,0.0637343290,0.1310764054,0.0984605646
0.0442548502,0.0556010861,0.0288909619,0.0770960591,0.0800253665,0.1432850988,0.0773188121,0.1681096088,0.1089898341,0.0938643237,0.1988636446,0.2778662589,0.1013293391,0.0962454176,0.1185588501,0.0946160615,0.1601955890,0.5812274852,0.9691470867,0.4337742528,1.3001511400,0.1687523924,0.1634445653,0.1094700594,0.1119429818,0.0581594536,0.0744145522,0.0310802024,0.0367884266,0.0558601220,0.1366351805,0.2496143236,0.0743008229,0.1195407534,0.0331191561,0.0296492358,0.0407187149,0.0967820943,0.1211882812,0.0625512785,0.0381962350,0.0400448996,0.1199676430,0.0627846341,0.0654857622,0.0514800273,0.1280832406,0.0715202858,0.1477732772,0.1106200297
0.0493582589,0.0629826301,0.0332135767,0.0866573148,0.0895148937,0.1627150706,0.0870216833,0.1880394714,0.1231818432,0.1027880729,0.2241225944,0.3124737203,0.1132858481,0.1075448168,0.1328833813,0.1071146485,0.1791812729,0.6490729824,0.9890948205,0.4691746324,1.4655933978,0.1878287945,0.1838192754,0.1220023662,0.1289350714,0.0650793235,0.0829057335,0.0344157478,0.0414946061,0.0631839892,0.1562810355,0.2848955676,0.0833605366,0.1338348551,0.0368433430,0.0332051586,0.0456121047,0.1080911335,0.1357657301,0.0689765864,0.0425166435,0.0452939928,0.1342920018,0.0705422347,0.0747014768,0.0580090547,0.1468898907,0.0803978258,0.1667458748,0.1233632941
0.0547173965,0.0701466813,0.0369638723,0.0977170884,0.0992426507,0.1801723803,0.0980080590,0.2092013751,0.1382565925,0.1171042676,0.2505482274,0.3476268344,0.1259144496,0.1189901242,0.1480290599,0.1184153961,0.1994983599,0.7233825926,1.2047825550,0.5265608764,1.6405135516,0.2121602123,0.2050984012,0.1334120796,0.1428301909,0.0721478060,0.0945588780,0.0377770737,0.0466651643,0.0707469432,0.1744298669,0.3098790897,0.0928805916,0.1481422958,0.0409837353,0.0372486292,0.0509161575,0.1200231648,0.1510763175,0.0784303957,0.0475165047,0.0504350484,0.1494269183,0.0786880262,0.0832140952,0.0647994002,0.1611834357,0.0895532504,0.1858567086,0.1370162932
0.0603558515,0.0791648647,0.0422550169,0.1089567609,0.1106589592,0.1920977813,0.1086745812,0.2315330357,0.1541875794,0.1259466046,0.2747285886,0.3878397154,0.1391980416,0.1315942986,0.1588266401,0.1351885400,0.2211906555,0.8006221103,1.3151362462,0.5839060762,1.8257776958,0.2359446032,0.2280879663,0.1496865707,0.1559671704,0.0797815168,0.1022577394,0.0422790733,0.0522166243,0.0770534094,0.1935256207,0.3427396446,0.1031540007,0.1639261891,0.0448923592,0.0413645603,0.0565060919,0.1322845952,0.1670654703,0.0869406986,0.0523124793,0.0560882983,0.1655980614,0.0873902943,0.0929821225,0.0714679673,0.1825333781,0.0985508103,0.2063455027,0.1517001092
